"CODE,C,6","VALIDCODE,L","DESC,C,38"
3331,จริง,Destr phren-lung collaps
3332,จริง,Pnemothorax-lung collaps
3333,จริง,Pneumoperit-lung collaps
3334,จริง,Thoracoplasty
3339,จริง,Surg collaps of lung NEC
334,เท็จ,LUNG AND BRONCHUS REPAIR
3341,จริง,Bronchial lacerat suture
3342,จริง,Bronchial fistula clos
3343,จริง,Lung laceration closure
3348,จริง,Bronchial repair NEC
3349,จริง,Lung repair NEC
335,เท็จ,LUNG TRANSPLANT
3350,จริง,Lung transplant NOS
3351,จริง,Unilat lung transplant
3352,จริง,Bilat lung transplant
336,จริง,Comb heart/lung transpla
337,เท็จ,ENDO INTERV BRON/LUNG
3371,จริง,"Endo ins/re bron val,one"
3372,จริง,Endo pulm arwy flow msmt
3373,จริง,"Endo ins/re brnc val,mul"
3378,จริง,Endo rem bronch devc/sub
3379,จริง,Endo insrt bronc def/sub
339,เท็จ,OTHER BRONCHIAL LUNG OPS
3391,จริง,Bronchial dilation
3392,จริง,Bronchial ligation
3393,จริง,Puncture of lung
3398,จริง,Bronchial operation NEC
3399,จริง,Lung operation NEC
340,เท็จ,INCIS CHEST WALL/PLEURA
3401,จริง,Incision of chest wall
3402,จริง,Exploratory thoracotomy
3403,จริง,Reopen thoracotomy site
3404,จริง,Insertion of ICD
3405,จริง,Pleuroperitoneal shunt
3406,จริง,Thorac drain pleurl cav
3409,จริง,Other pleural incision
341,จริง,Incision of mediastinum
342,เท็จ,THORAX DX PROCEDURES
3420,จริง,Thoracoscopic pleural bx
3421,จริง,Transpleura thoracoscopy
3422,จริง,Mediastinoscopy
3423,จริง,Chest wall biopsy
3424,จริง,Pleural biopsy NEC
3425,จริง,Clos mediastinal biopsy
3426,จริง,Open mediastinal biopsy
3427,จริง,Biopsy of diaphragm
3428,จริง,Dx procedure thorax NEC
3429,จริง,Dx proc mediastinum NEC
343,จริง,Destruct mediastin les
344,จริง,Destruct chest wall les
345,เท็จ,PLEURECTOMY
3451,จริง,Decortication of lung
3452,จริง,Thoracoscopc decort lung
3459,จริง,Other pleural excision
346,จริง,Scarification of pleura
347,เท็จ,REPAIR OF CHEST WALL
3471,จริง,Suture chest wall lacer
3472,จริง,Thoracostomy closure
3473,จริง,Clos thoracic fistul NEC
3474,จริง,Pectus deformity repair
3479,จริง,Other chest wall repair
348,เท็จ,OPERATIONS ON DIAPHRAGM
3481,จริง,Excise diaphragm lesion
3482,จริง,Suture diaphragm lacerat
3483,จริง,Close diaphragm fistula
3484,จริง,Other diaphragm repair
3485,จริง,Implant diaphra pacemake
3489,จริง,Diaphragm operation NEC
349,เท็จ,OTHER OPS ON THORAX
3491,จริง,Thoracentesis
3492,จริง,Inject into thorax cavit
3493,จริง,Repair of pleura
3499,จริง,Thoracic operation NEC
350,เท็จ,CLOSED HEART VALVOTOMY
3500,จริง,Closed valvotomy NOS
3501,จริง,Closed aortic valvotomy
3502,จริง,Closed mitral valvotomy
3503,จริง,Closed pulmon valvotomy
3504,จริง,Closed tricusp valvotomy
3505,จริง,Endovasc repl of aor v
3506,จริง,Transapical repl avor
3507,จริง,Endovasc repl pul v
3508,จริง,Transapical repl pul v
3509,จริง,Endovasc repl unspec v
351,เท็จ,OPEN HEART VALVULOPLASTY
3510,จริง,Open valvuloplasty NOS
3511,จริง,Opn aortic valvuloplasty
3512,จริง,Opn mitral valvuloplasty
3513,จริง,Opn pulmon valvuloplasty
3514,จริง,Opn tricus valvuloplasty
352,เท็จ,HEART VALVE REPLACEMENT
3520,จริง,Open and oth repl heart valve NOS
3521,จริง,Open and oth repl aort valv-tissue
3522,จริง,Open and oth repl aortic valve NEC
3523,จริง,Replace mitr valv-tissue
3524,จริง,Open and oth repl mitral valve NEC
3525,จริง,Open and oth repl pulm valv-tissue
3526,จริง,Open and oth repl pulmon valve NEC
3527,จริง,Open and oth repl tric valv-tissue
3528,จริง,Open and oth repl tricusp valv NEC
353,เท็จ,TISSUE ADJAC TO VALV OPS
3531,จริง,Papillary muscle ops
3532,จริง,Chordae tendineae ops
3533,จริง,Annuloplasty
3534,จริง,Infundibulectomy
3535,จริง,Trabecul carneae cord op
3539,จริง,Tiss adj to valv ops NEC
354,เท็จ,SEPTAL DEFECT PRODUCTION
3541,จริง,Enlarge existing sep def
3542,จริง,Create septal defect
355,เท็จ,PROSTH REPAIR HEART SEPT
3550,จริง,Prosth rep hrt septa NOS
3551,จริง,Pros rep atrial def-opn
3552,จริง,Pros repair atria def-cl
3553,จริง,Pros rep ventric def-opn
3554,จริง,Pros rep endocar cushion
3555,จริง,Pros rep ventrc def-clos
356,เท็จ,GRAFT REPAIR HEART SEPTA
3560,จริง,Grft repair hrt sept NOS
3561,จริง,Graft repair atrial def
3562,จริง,Graft repair ventric def
3563,จริง,Grft rep endocar cushion
357,เท็จ,HEART SEPTA REPAIR NEC
3570,จริง,Heart septa repair NOS
3571,จริง,Atria septa def rep NEC
3572,จริง,Ventr septa def rep NEC
3573,จริง,Endocar cushion rep NEC
358,เท็จ,TOT REPAIR CONGEN ANOMAL
3581,จริง,Tot repair tetral fallot
3582,จริง,Total repair of tapvc
3583,จริง,Tot rep truncus arterios
3584,จริง,Tot cor transpos grt ves
359,เท็จ,VALVES & SEPTA OPS NEC
3591,จริง,Interat ven retrn transp
3592,จริง,Conduit rt vent-pul art
3593,จริง,Conduit left ventr-aorta
3594,จริง,Conduit artium-pulm art
3595,จริง,Heart repair revision
3596,จริง,Perc balloon valvuplasty
3597,จริง,Percut MV rep w implant
3598,จริง,Other heart septa ops
3599,จริง,Other heart valve ops
360,เท็จ,REM COR ART OBS & INS STNT
3603,จริง,Open coronry angioplasty
3604,จริง,Intrcoronry thromb infus
3606,จริง,Ins nondrug elut cor st
3607,จริง,Ins drug-elut coronry st
3609,จริง,Rem of cor art obstr NEC
361,เท็จ,HEART REVASC BYPASS ANAS
3610,จริง,Aortocoronary bypass NOS
3611,จริง,Aortocor bypas-1 cor art
3612,จริง,Aortocor bypas-2 cor art
3613,จริง,Aortocor bypas-3 cor art
3614,จริง,Aortcor bypas-4+ cor art
3615,จริง,1 int mam-cor art bypass
3616,จริง,2 int mam-cor art bypass
3617,จริง,Abd-coron artery bypass
3619,จริง,Hrt revas byps anas NEC
362,จริง,Arterial implant revasc
363,เท็จ,HEART REVASCULARIZAT NEC
3631,จริง,Open chest trans revasc
3632,จริง,Oth transmyo revascular
3633,จริง,Endo transmyo revascular
3634,จริง,Perc transmyo revascular
3639,จริง,Oth heart revascular
369,เท็จ,OTHER HEART VESSEL OPS
3691,จริง,Coron vess aneurysm rep
3699,จริง,Heart vessel op NEC
370,จริง,Pericardiocentesis
371,เท็จ,CARDIOTOMY & PERICARDIOT
3710,จริง,Incision of heart NOS
3711,จริง,Cardiotomy
3712,จริง,Pericardiotomy
372,เท็จ,HEART & PERICARD DX PROC
3720,จริง,Noninvas elect stimulatn
3721,จริง,Rt heart cardiac cath
3722,จริง,Left heart cardiac cath
3723,จริง,Rt/left heart card cath
3724,จริง,Pericardial biopsy
3725,จริง,Cardiac biopsy
3726,จริง,Cath base invasv ep test
3727,จริง,Cardiac mapping
3728,จริง,Intracardiac echocardio
3729,จริง,Hrt/pericar dx proc NEC
373,เท็จ,PERICARDIECT/EXC HRT LES
3731,จริง,Pericardiectomy
3732,จริง,Heart aneurysm excision
3733,จริง,Exc/dest hrt lesion open
3734,จริง,"Exc/des hrt les,endovasc approach"
3735,จริง,Partial ventriculectomy
3736,จริง,Excis/des/exclus left atrial appendage
3737,จริง,Thor exc/des oth les/tis h
374,จริง,Heart & pericard repair
3741,จริง,Impl cardiac support dev
3749,จริง,Heart/pericard repr NEC
375,เท็จ,Heart transplantation
3751,จริง,Heart transplantation
3752,จริง,Imp tot int bi ht rp sys
3753,จริง,Repl/rep thr unt tot hrt
3754,จริง,Repl/rep oth tot hrt sys
3755,จริง,Rem int bivent hrt sys
376,เท็จ,IMPLANT HRT ASSIST SYST
3760,จริง,Imp bivn ext hrt ast sys
3761,จริง,Pulsation balloon implan
3762,จริง,Insrt non-impl circ dev
3763,จริง,Repair heart assist sys
3764,จริง,Remve ext hrt assist sys
3765,จริง,Imp vent ext hrt ast sys
3766,จริง,Ins Implantable hrt assist
3767,จริง,Imp cardiomyostimul sys
3768,จริง,Percutan hrt assist syst
377,เท็จ,INSERT CARD PACEMAK SYS
3770,จริง,Int insert pacemak lead
3771,จริง,Int insert lead in vent
3772,จริง,Int insert lead atri-vent
3773,จริง,Int insert lead in atrium
3774,จริง,Int or repl lead epicar
3775,จริง,Revision of lead
3776,จริง,Repl tv atri-vent lead
3777,จริง,Removal of lead w/o repl
3778,จริง,Inser temp pacemaker sys
3779,จริง,Rev/reloc card dev pockt
378,เท็จ,REVISE & REMOV PACEMAKER
3780,จริง,Ins or repl perm pacemkr
3781,จริง,"Int insert 1-cham, non"
3782,จริง,"Int insert 1-cham, rate"
3783,จริง,Int insert dual-cham dev
3785,จริง,"Repl pacem w 1-cham, non"
3786,จริง,"Repl pacem 1-cham, rate"
3787,จริง,Repl pacem w dual-cham
3789,จริง,Revise or remove pacemak
379,เท็จ,HEART & PERICARD OPS NEC
3790,จริง,Ins left atr append dev
3791,จริง,Opn chest cardiac massag
3792,จริง,Injection into heart
3793,จริง,Injection into pericard
3794,จริง,Implt/repl carddefib tot
3795,จริง,Implt cardiodefib leads
3796,จริง,Implt cardiodefib genatr
3797,จริง,Repl cardiodefib leads
3798,จริง,Repl cardiodefib genratr
3799,จริง,Other heart/pericard ops
380,เท็จ,INCISION OF VESSEL
3800,จริง,Incision of vessel NOS
3801,จริง,Intracran vessel incis
3802,จริง,Head/neck ves incis NEC
3803,จริง,Upper limb vessel incis
3804,จริง,Incision of aorta
3805,จริง,Thoracic vessel inc NEC
3806,จริง,Abdomen artery incision
3807,จริง,Abdominal vein incision
3808,จริง,Lower limb artery incis
3809,จริง,Lower limb vein incision
381,เท็จ,ENDARTERECTOMY
3810,จริง,Endarterectomy NOS
3811,จริง,Intracran endarterectomy
3812,จริง,Head & neck endarter NEC
3813,จริง,Upper limb endarterectom
3814,จริง,Endarterectomy of aorta
3815,จริง,Thoracic endarterectomy
3816,จริง,Abdominal endarterectomy
3818,จริง,Lower limb endarterect
382,เท็จ,BLOOD VESSEL DX PROCS
3821,จริง,Blood vessel biopsy
3822,จริง,Percutaneous angioscopy
3823,จริง,Intravasclr spectroscopy
3824,จริง,Intravas img cor ves OCT
3825,จริง,Intravas img non-cor OCT
3826,จริง,Ins imp pr sens for hd mon
3829,จริง,Blood vessel dx proc NEC
383,เท็จ,VESSEL RESECT & ANASTOM
3830,จริง,Vessel resect/anast NOS
3831,จริง,Intracran ves resec-anas
3832,จริง,Head/neck ves resec-anas
3833,จริง,Arm vessel resect/anast
3834,จริง,Aorta resection & anast
3835,จริง,Thor vessel resect/anast
3836,จริง,Abd vessel resect/anast
3837,จริง,Abd vein resect & anast
3838,จริง,Leg artery resect/anast
3839,จริง,Leg vein resect/anastom
384,เท็จ,VESSEL RESECT & REPLACE
3840,จริง,Vessel resect/replac NOS
3841,จริง,Intracran ves resec-repl
3842,จริง,Head/neck ves resec-repl
3843,จริง,Arm ves resect w replace
3844,จริง,Resect abdm aorta w repl
3845,จริง,Resect thorac ves w repl
3846,จริง,Abd artery resec w repla
3847,จริง,Abd vein resect w replac
3848,จริง,Leg artery resec w repla
3849,จริง,Leg vein resect w replac
385,เท็จ,VARICOSE LIGAT & STRIP
3850,จริง,Varicose v lig-strip NOS
3851,จริง,Intcran var v lig-strip
3852,จริง,Head/neck var v lig-str
3853,จริง,Arm varicose v lig-strip
3855,จริง,Thorac var v lig-strip
3857,จริง,Abd varicos v liga-strip
3859,จริง,Leg varicos v liga-strip
386,เท็จ,OTHER VESSEL EXCISION
3860,จริง,Excision of vessel NOS
3861,จริง,Intracran vessel excis
3862,จริง,Head/neck vessel excis
3863,จริง,Arm vessel excision
3864,จริง,Excision of aorta
3865,จริง,Thoracic vessel excision
3866,จริง,Abdominal artery excis
3867,จริง,Abdominal vein excision
3868,จริง,Leg artery excision
3869,จริง,Leg vein excision
387,จริง,Interruption vena cava
388,เท็จ,OTHER SURG VESSEL OCCLUS
3880,จริง,Surg vessel occlus NEC
3881,จริง,Occlus intracran ves NEC
3882,จริง,Occlus head/neck ves NEC
3883,จริง,Occlude arm vessel NEC
3884,จริง,Occlude aorta NEC
3885,จริง,Occlude thoracic ves NEC
3886,จริง,Occlude abd artery NEC
3887,จริง,Occlude abd vein NEC
3888,จริง,Occlude leg artery NEC
3889,จริง,Occlude leg vein NEC
389,เท็จ,PUNCTURE OF VESSEL
3891,จริง,Arterial catheterization
3892,จริง,Umbilical vein cath
3893,จริง,Venous cath NEC
3894,จริง,Venous cutdown
3895,จริง,Ven cath renal dialysis
3897,จริง,Cent v cath place w guidnc
3898,จริง,Arterial puncture NEC
3899,จริง,Venous puncture NEC
390,จริง,Systemic-pulm art shunt
391,จริง,Intra-abd venous shunt
392,เท็จ,OTHER SHUNT/VASC BYPASS
3921,จริง,Caval-pulmon art anastom
3922,จริง,Aorta-subclv-carot bypas
3923,จริง,Intrathoracic shunt NEC
3924,จริง,Aorta-renal bypass
3925,จริง,Aorta-iliac-femor bypass
3926,จริง,Intra-abdomin shunt NEC
3927,จริง,Dialysis arteriovenostom
3928,จริง,Extracran-intracr bypass
3929,จริง,Vasc shunt & bypass NEC
393,เท็จ,SUTURE OF VESSEL
3930,จริง,Suture of vessel NOS
3931,จริง,Suture of artery
3932,จริง,Suture of vein
394,เท็จ,VASC PROCEDURE REVISION
3941,จริง,Postop vasc op hem contr
3942,จริง,Revis ren dialysis shunt
3943,จริง,Remov ren dialysis shunt
3949,จริง,Vasc proc revision NEC
395,เท็จ,OTHER VESSEL REPAIR
3950,จริง,Angioplasty oth non-coro ves
3951,จริง,Clipping of aneurysm
3952,จริง,Aneurysm repair NEC
3953,จริง,Arterioven fistula rep
3954,จริง,Re-entry operation
3955,จริง,Reimplan aberr renal ves
3956,จริง,Repair vess w tis patch
3957,จริง,Rep vess w synth patch
3958,จริง,Repair vess w patch NOS
3959,จริง,Repair of vessel NEC
396,เท็จ,OPN HEART AUXILIARY PROC
3961,จริง,Extracorporeal circulat
3962,จริง,Hypothermia w open heart
3963,จริง,Cardioplegia
3964,จริง,Intraop cardiac pacemak
3965,จริง,Extracorporeal memb oxy
3966,จริง,Per cardiopulmon bypass
397,เท็จ,ENDOVASC REPAIR VESSEL
3971,จริง,Endo implant other grft abd aorta
3972,จริง,Endovasc (total) embol head ves
3973,จริง,Endo imp grft thor aorta
3974,จริง,Endo rem obs hd/neck ves
3975,จริง,"Endo emb hd/nk,bare coil"
3976,จริง,"Endo em hd/nk,bioac coil"
3977,จริง,Tmp thera endovas occl ves
3978,จริง,Endv imp brnch/fen grf ao
3979,จริง,Oth endo proc oth vessel
398,จริง,Vascular body operations
3981,จริง,Imp/rep caro sin st dv tot
3982,จริง,Imp/rep carot sin sti lead
3983,จริง,Iml/rep caro sin st pul gn
3984,จริง,Rev caro sin sti lead
3985,จริง,Rev caro sin sti  pul gen
3986,จริง,Rem caro sin sti dev tot
3987,จริง,Rem caro sin sti lead
3988,จริง,Rem caro sin sti pul gen
3989,จริง,Oth op caro body s& oth
399,เท็จ,OTHER VESSEL OPERATIONS
3990,จริง,Ins non-d-e non-cor stnt
3991,จริง,Freeing of vessel
3992,จริง,Vein inject-scleros agnt
3993,จริง,Insert ves-to-ves cannul
3994,จริง,Replac ves-to-ves cannul
3995,จริง,Hemodialysis
3996,จริง,Total body perfusion
3997,จริง,Other perfusion
3998,จริง,Hemorrhage control NOS
3999,จริง,Vessel operation NEC
400,จริง,Incis lymphatic structur
401,เท็จ,LYMPHATIC DX PROC
4011,จริง,Lymphatic struct biopsy
4019,จริง,Lymphatic diag proc NEC
402,เท็จ,SIMP EXCIS LYMPH STRUCT
4021,จริง,Excis deep cervical node
4022,จริง,Excise int mammary node
4023,จริง,Excise axillary node
4024,จริง,Excise inguinal node
4029,จริง,Simp exc lymph struc NEC
403,จริง,Regional lymph node exc
404,เท็จ,RAD CERVICAL NODE EXCIS
4040,จริง,Rad neck dissection NOS
4041,จริง,Unilat rad neck dissect
4042,จริง,Bilat rad neck dissect
405,เท็จ,OTH RAD NODE DISSECTION
4050,จริง,Rad node dissection NOS
4051,จริง,Rad dissec axillary node
4052,จริง,Rad dissec periaort node
4053,จริง,Rad dissect iliac nodes
4054,จริง,Radical groin dissection
4059,จริง,Rad node dissection NEC
406,เท็จ,THORACIC DUCT OPERATIONS
4061,จริง,Thorac duct cannulation
4062,จริง,Thoracic duct fistulizat
4063,จริง,Close thoracic duct fist
4064,จริง,Ligate thoracic duct
4069,จริง,Thoracic duct op NEC
409,จริง,Lymph structure op NEC
410,เท็จ,BM/HEM STEM CELL TRNSPLNT
4100,จริง,Bone marrow trnsplnt NOS
4101,จริง,Auto bone mt w/o purg
4102,จริง,Alo bone marrow trnsplnt
4103,จริง,Allogrft bone marrow NOS
4104,จริง,Auto hem stem ct w/o pur
4105,จริง,Allo hem stem ct w/o pur
4106,จริง,Cord bld stem cell trans
4107,จริง,Auto hem stem ct w purg
4108,จริง,Allo hem stem ct w purg
4109,จริง,Auto bone mt w purging
411,จริง,Puncture of spleen
412,จริง,Splenotomy
413,เท็จ,MARROW & SPLEEN DX PROC
4131,จริง,Bone marrow biopsy
4132,จริง,Closed spleen biopsy
4133,จริง,Open spleen biopsy
4138,จริง,Marrow diagnost proc NEC
4139,จริง,Spleen diagnost proc NEC
414,เท็จ,DESTRUCT SPLENIC TISSUE
4141,จริง,Splenic cyst marsupial
4142,จริง,Exc splenic lesion/tiss
4143,จริง,Partial splenectomy
415,จริง,Total splenectomy
419,เท็จ,OTH SPLEEN & MARROW OPS
4191,จริง,Donor marrow aspiration
4192,จริง,Injection into marrow
4193,จริง,Exc of accessory spleen
4194,จริง,Spleen transplantation
4195,จริง,Repair of spleen
4198,จริง,Bone marrow ops NEC
4199,จริง,Spleen operation NEC
420,เท็จ,ESOPHAGOTOMY
4201,จริง,Esophageal web incision
4209,จริง,Esophageal incision NEC
421,เท็จ,ESOPHAGOSTOMY
4210,จริง,Esophagostomy NOS
4211,จริง,Cervical esophagostomy
4212,จริง,Esoph pouch exteriorizat
4219,จริง,Ext fistulizat esoph NEC
422,เท็จ,ESOPHAGEAL DIAGNOS PROCS
4221,จริง,Esophagoscopy by incis
4222,จริง,Esophagoscopy thru stoma
4223,จริง,Esophagoscopy NEC
4224,จริง,Closed bx of esophagus
4225,จริง,Open biopsy of esophagus
4229,จริง,Esophageal dx proc NEC
423,เท็จ,ESOPHAG LESION DESTRUCT
4231,จริง,Loc excis esoph divertic
4232,จริง,Local excis esophag NEC
4233,จริง,Endosc destruc esoph les
4239,จริง,Destruct esophag les NEC
424,เท็จ,EXCISION OF ESOPHAGUS
4240,จริง,Esophagectomy NOS
4241,จริง,Partial esophagectomy
4242,จริง,Total esophagectomy
425,เท็จ,INTRATHOR ESOPH ANASTOM
4251,จริง,Thorac esophagoesophagos
4252,จริง,Thorac esophagogastrost
4253,จริง,Thorac sm bowel interpos
4254,จริง,Thorac esophagoenter NEC
4255,จริง,Thorac lg bowel interpos
4256,จริง,Thorac esophagocolos NEC
4258,จริง,Thorac interposition NEC
4259,จริง,Thorac esophag anast NEC
426,เท็จ,ANTESTERN ESOPH ANASTOM
4261,จริง,Stern esophagoesophagost
4262,จริง,Stern esophagogastrostom
4263,จริง,Stern sm bowel interpos
4264,จริง,Stern esophagoenter NEC
4265,จริง,Stern lg bowel interpos
4266,จริง,Stern esophagocolos NEC
4268,จริง,Stern interposition NEC
4269,จริง,Stern esophag anast NEC
427,จริง,Esophagomyotomy
428,เท็จ,OTHER ESOPHAGEAL REPAIR
4281,จริง,Insert perm tube into eso
4282,จริง,Suture esophageal lacer
4283,จริง,Esophagostomy closure
4284,จริง,Esoph fistula repair NEC
4285,จริง,Esophag stricture repair
4286,จริง,Prod subq tunnel no anas
4287,จริง,Esophageal graft NEC
4289,จริง,Esophageal repair NEC
429,เท็จ,OTHER ESOPHAGEAL OPS
4291,จริง,Ligation esoph varix
4292,จริง,Dilation of esophagus
4299,จริง,Esophageal operation NEC
430,จริง,Gastrotomy
431,เท็จ,GASTROSTOMY
4311,จริง,Percu endosc gastrostomy
4319,จริง,Other gastrostomy
433,จริง,Pyloromyotomy
434,เท็จ,LOCAL DESTRUCT GASTR LES
4341,จริง,Endosc destr stomach les
4342,จริง,Local gastr excision NEC
4349,จริง,Local gastr destruct NEC
435,จริง,Proximal gastrectomy
436,จริง,Distal gastrectomy
437,จริง,Part gastrec w jej anast
438,เท็จ,OTH PARTIAL GASTRECTOMY
4381,จริง,Part gast w jej transpos
4382,จริง,Lap vertical gastrect
4389,จริง,Open and other partial gastrectomy
439,เท็จ,TOTAL GASTRECTOMY
4391,จริง,Tot gast w intes interpo
4399,จริง,Total gastrectomy NEC
440,เท็จ,VAGOTOMY
4400,จริง,Vagotomy NOS
4401,จริง,Truncal vagotomy
4402,จริง,Highly select vagotomy
4403,จริง,Selective vagotomy NEC
441,เท็จ,GASTRIC DIAGNOST PROCED
4411,จริง,Transabdomin gastroscopy
4412,จริง,Gastroscopy thru stoma
4413,จริง,Gastroscopy NEC
4414,จริง,Closed gastric biopsy
4415,จริง,Open gastric biopsy
4419,จริง,Gastric diagnos proc NEC
442,เท็จ,PYLOROPLASTY
4421,จริง,"Dilate pylorus, incision"
4422,จริง,Endoscop dilate pylorus
4429,จริง,Other pyloroplasty
443,เท็จ,GASTROENTEROSTOMY
4431,จริง,High gastric bypass
4432,จริง,Percu gastrojejunostomy
4438,จริง,Lap gastroenterostomy
4439,จริง,Gastroenterostomy NEC
444,เท็จ,CONTROL HEM STOMACH ULCE
4440,จริง,Suture peptic ulcer NOS
4441,จริง,Sut gastric ulcer site
4442,จริง,Suture duoden ulcer site
4443,จริง,Endos ctrl gast/duod bleed
4444,จริง,Transcath embo gast hem
4449,จริง,Other control gast hem
445,จริง,Revision gastric anastom
446,เท็จ,OTHER GASTRIC REPAIR
4461,จริง,Suture gastric lacerat
4462,จริง,Gastrostomy closure
4463,จริง,Close gastric fistul NEC
4464,จริง,Gastropexy
4465,จริง,Esophagogastroplasty
4466,จริง,Creat esophagastr sphinc
4467,จริง,Lap creat esoph sphinct
4468,จริง,Laparoscop gastroplasty
4469,จริง,Gastric repair NEC
449,เท็จ,OTHER GASTRIC OPERATIONS
4491,จริง,Ligate gastric varices
4492,จริง,Intraop gastric manipul
4493,จริง,Insert gastric balloon
4494,จริง,Remove gastric balloon
4495,จริง,Lap gastric restric proc
4496,จริง,Lap rev gast restri proc
4497,จริง,Lap rem gast restric dev
4498,จริง,Adjust gast restrict dev
4499,จริง,Gastric operation NEC
450,เท็จ,ENTEROTOMY
4500,จริง,Intestinal incision NOS
4501,จริง,Duodenal incision
4502,จริง,Small bowel incision NEC
4503,จริง,Large bowel incision
451,เท็จ,SMALL BOWEL DX PROC
4511,จริง,Transab sm bowel endosc
4512,จริง,Endosc sm bowel thru st
4513,จริง,Sm bowel endoscopy NEC
4514,จริง,Clos small bowel biopsy
4515,จริง,Open small bowel biopsy
4516,จริง,Egd with closed biopsy
4519,จริง,Sm bowel dx proc NEC
452,เท็จ,BOWEL DIAGNOS PROCS NEC
4521,จริง,Transab lg bowel endosc
4522,จริง,Endosc lg bowel thru st
4523,จริง,Colonoscopy
4524,จริง,Flexible sigmoidoscopy
4525,จริง,Clos large bowel biopsy
4526,จริง,Open large bowel biopsy
4527,จริง,Intestinal biopsy NOS
4528,จริง,Lg bowel dx proced NEC
4529,จริง,Bowel diagnost proc NEC
453,เท็จ,LOCAL DESTRUCT SM BOWEL
4530,จริง,Endosc destru duoden les
4531,จริง,Oth excise duodenum les
4532,จริง,Destruct duoden les NEC
4533,จริง,Local excis sm bowel NEC
4534,จริง,Destr sm bowel les NEC
454,เท็จ,LOCAL DESTRUCT LG BOWEL
4541,จริง,Excise lg intestine les
4542,จริง,Endo polpectomy lrge int
4543,จริง,Endosc destru lg int les
4549,จริง,Destruc lg bowel les NEC
455,เท็จ,INTESTINAL SEG ISOLATION
4550,จริง,Intest seg isolat NOS
4551,จริง,Sm bowel segment isolat
4552,จริง,Lg bowel segment isolat
456,เท็จ,OTHER SM BOWEL EXCISION
4561,จริง,Mult seg sm bowel excis
4562,จริง,Part sm bowel resect NEC
4563,จริง,Total removal sm bowel
457,เท็จ,PART LG BOWEL EXCISION
4571,จริง,Opn/oth mul seg lg int res
4572,จริง,Open/oth cecectomy
4573,จริง,Opn/oth rt hemicolectomy
4574,จริง,Opn/oth transv colon res
4575,จริง,Opn/oth lft hemicolectmy
4576,จริง,Open/oth sigmoidectomy
4579,จริง,Prt lg intes exc NEC/NOS
458,จริง,Tot intra-abd colectomy
4581,จริง,Lap tot intr-ab colectmy
4582,จริง,Op tot intr-abd colectmy
4583,จริง,Tot abd colectmy NEC/NOS
459,เท็จ,INTESTINAL ANASTOMOSIS
4590,จริง,Intestinal anastom NOS
4591,จริง,Sm-to-sm bowel anastom
4592,จริง,Sm bowel-rect stump anas
4593,จริง,Small-to-large bowel NEC
4594,จริง,Lg-to-lg bowel anastom
4595,จริง,Anal anastomosis
460,เท็จ,EXTERIORIZATION OF BOWEL
4601,จริง,Sm bowel exteriorization
4602,จริง,Resect ext seg sm bowel
4603,จริง,Lg bowel exteriorization
4604,จริง,Resect ext seg lg bowel
461,เท็จ,COLOSTOMY
4610,จริง,Colostomy NOS
4611,จริง,Temporary colostomy
4613,จริง,Permanent colostomy
4614,จริง,Delay opening of colostomy
462,เท็จ,ILEOSTOMY
4620,จริง,Ileostomy NOS
4621,จริง,Temporary ileostomy
4622,จริง,Continent ileostomy
4623,จริง,Permanent ileostomy NEC
4624,จริง,Delay opening ileostomy
463,เท็จ,OTHER ENTEROSTOMY
4631,จริง,Delay opening enterostom
4632,จริง,Percut endo jejunostomy
4639,จริง,Other enterostomy
464,เท็จ,INTEST STOMA REVISION
4640,จริง,Intest stoma revis NOS
4641,จริง,Sm bowel stoma revision
4642,จริง,Pericolost hernia repair
4643,จริง,Lg bowel stoma revis NEC
465,เท็จ,INTESTINAL STOMA CLOSURE
4650,จริง,Intest stoma closure NOS
4651,จริง,Sm bowel stoma closure
4652,จริง,Lg bowel stoma closure
466,เท็จ,FIXATION OF INTESTINE
4660,จริง,Intestinal fixation NOS
4661,จริง,Sm bowel-abd wall fixat
4662,จริง,Small bowel fixation NEC
4663,จริง,Lg bowel-abd wall fixat
4664,จริง,Large bowel fixation NEC
467,เท็จ,OTHER INTESTINAL REPAIR
4671,จริง,Duodenal lacerat suture
4672,จริง,Duodenal fistula closure
4673,จริง,Small bowel suture NEC
4674,จริง,Close sm bowel fist NEC
4675,จริง,Suture lg bowel lacerat
4676,จริง,Close lg bowel fistula
4679,จริง,Repair of intestine NEC
468,เท็จ,DILATION MANIPUL INTEST
4680,จริง,Intra-ab bowel manip NOS
4681,จริง,Intra-abd sm bowel manip
4682,จริง,Intra-abd lg bowel manip
4685,จริง,Dilation of intestine
4686,จริง,Endo insrt colonic stent
4687,จริง,Insert colonic stent NEC
469,เท็จ,OTHER INTESTINAL OPS
4691,จริง,Myotomy of sigmoid colon
4692,จริง,Myotomy of colon NEC
4693,จริง,Revise sm bowel anastom
4694,จริง,Revise lg bowel anastom
4695,จริง,Local sm bowel perfusion
4696,จริง,Local lg bowel perfusion
4697,จริง,Transplant of intestine
4699,จริง,Intestinal op NEC
470,เท็จ,APPENDECTOMY
4701,จริง,Lap appendectomy
4709,จริง,Other appendectomy
471,เท็จ,INCIDENTAL APPENDECTOMY
4711,จริง,Lap incid appendectomy
4719,จริง,Other incid appendectomy
472,จริง,Drain appendiceal absc
